x1,x2
13.074582,-0.4079164
0.56155276,-3.5615528
0.47213602,-8.472136
0.18767262,-3.0448155
0.30277565,-3.3027759
-1.3944488,-8.605551
-0.84963226,-7.6503677
9.368912,-0.035578728
40.445045,-0.44504738
6.9728737,-0.3728737
3.5086026,-0.65146
6.1442924,0.45570755
0.030980004,-3.5865355
2.0,-3.0
0.34520793,-4.345208
-1.0,-3.0
18.948582,-0.44858265
4.126275,0.040391605
2.3620498,-0.76205
39.127785,-0.12778664
-0.5132038,-4.286796
4.4567146,0.16828537
-0.36947504,-12.630525
0.33333334,0.0
12.896614,0.10338656
-0.53614986,-3.4638503
-0.2613871,-5.738613
0.06385841,-6.2638583
8.2426405,-0.24264069
0.81552184,-3.0655217
0.33602,-4.83602
4.567223,-0.28150886
0.18785629,-6.3878565
26.190907,-0.19090557
-0.38900962,-4.0395617
-0.67179585,-22.328205
7.8989797,-1.8989797
1.1327822,-0.8827822
0.5539678,-7.2206345
4.6321316,0.24286866
0.14114952,-11.807816
-0.6172178,-2.6327822
4.959675,0.040325165
10.795832,1.2041683
21.583004,0.41699505
35.549927,0.45007133
12.959871,0.5401287
-0.5092881,-3.4907122
0.0,-3.625
31.096474,-0.096473694
0.60555124,-6.6055512
0.44948974,-4.4494896
1.584973,-1.4421158
1.6327822,-0.38278222
4.791288,0.2087121
13.177075,-0.17707507
0.9612497,-4.1612496
1.9307778,0.19422227
10.846339,0.15366173
8.194933,0.3050666
2.2132745,-0.81327456
1.4396079,-2.639608
25.0,0.0
1.8693064,-0.86930645
1.5714285,-1.0
13.2111025,-1.2111025
4.2343135,0.2656865
0.51914614,-3.8524792
3.6457512,-1.6457512
0.6498731,-1.538762
15.416199,0.58380175
28.861406,0.13859367
1.7071068,0.29289323
0.0,-6.5
0.3459034,-17.345903
1.7583057,-0.7583057
3.8423293,-2.3423293
12.0,1.0
3.2410371,0.9256297
1.0,-5.6666665
18.308834,0.19116497
17.781197,-0.28119564
-0.06350827,-3.9364917
1.75,1.0
0.526988,-18.026989
13.416199,-1.4161983
0.15729943,-6.3572993
-1.3486122,-3.1513877
10.437171,-1.437171
4.3621454,-0.48714566
5.0,-0.6666667
14.836996,-0.3369956
12.226812,-1.2268119
4.116218,0.31235328
9.424429,-0.42442894
0.78697366,-0.5647514
2.8854892,-0.7426322
0.0,-26.0
3.0,-0.8
-0.56727004,-7.9327297
31.96872,0.031280518
-1.6781745,-11.321825
0.418132,-6.218132
0.47847885,-4.478479
1.0,-13.0
0.9489579,-1.4489579
2.3177447,-0.5177447
1.2960647,-4.629398
4.0,0.5
-0.02864202,-11.638024
0.3806777,-7.8806777
-0.78474957,-2.5485837
3.3286319,-0.04291766
0.5327609,-1.4077609
0.13728142,-29.137281
-0.690983,-1.809017
5.506748,0.20753752
3.9735184,-0.19574039
0.3767357,-8.626736
-0.2638979,-22.736103
1.467061,-1.7527753
-0.48234326,-2.0732124
0.26280355,-9.512804
0.6666667,-0.6666667
1.1256312,-2.4113452
0.35729942,-6.1572995
4.3484225,0.6515773
9.112831,0.13716936
2.5598166,1.1068501
14.254463,0.24553728
1.3660254,-0.3660254
-0.14896965,-26.85103
19.233961,-0.2339611
-0.35424867,-5.6457515
0.20483685,-12.204837
-0.39075914,-11.942574
7.372281,1.6277187
0.10384407,-7.7038436
0.11824608,-4.8325315
1.3136572,-4.3136573
0.16666667,0.0
0.4731884,-27.473188
1.2932123,-1.4360695
6.818695,0.38130456
0.85410184,-5.8541017
-0.13563156,-36.86437
3.5615528,-0.5615528
4.5142393,0.11076069
-0.030500412,-4.6837854
0.43323207,-2.308232
2.8357816,0.56421834
23.269428,0.7305727
2.0,-0.6
2.6916473,-0.89164734
6.5172005,-0.76720047
0.47654533,-31.476545
6.24093,-0.6409302
0.16333199,-8.163332
3.439608,-0.6396078
1.3934869,0.7176243
-0.36467552,-10.968658
0.08038235,-9.330382
5.0,-0.16666667
6.139168,0.610832
0.2708044,-14.770804
9.908327,-0.9083271
1.47713,-2.1437967
2.7554271,-1.0887604
4.4820743,-0.14874077
3.7748518,-0.44151846
0.22260952,-15.7226095
15.229813,-0.22981262
0.46564084,-3.865641
13.232572,0.10076141
0.5563488,-30.556349
-0.14434528,-13.855655
-0.4019239,-5.598076
2.932104,-0.682104
9.036885,-0.0368859
0.80814296,-2.4748096
0.07632542,-9.826325
0.4199501,-7.6199503
-0.07883537,-3.1711645
7.3962593,0.27040705
3.051922,-0.85192204
6.8610015,-0.19433498
0.388285,-4.721618
5.0,-0.2
2.049038,-0.54903805
4.239266,-1.5725994
18.651503,0.3484974
11.278336,0.22166395
4.514668,-1.1813345
2.533729,-0.67658603
-0.45542812,-28.54457
0.0,-2.4285715
1.9435596,-1.5435597
0.76714516,-24.767145
7.4221444,1.0778556
1.8827822,-0.13278222
0.44671187,-10.446712
0.25337663,-5.9200435
6.0,0.0
9.526243,-0.02624321
3.144761,-1.1447611
4.183265,0.10244901
3.236068,-1.2360679
0.21221447,-4.7122145
2.5825758,-6.582576
3.3027756,-0.3027757
4.371606,-0.22874887
-0.555163,-6.844837
-0.09193373,-8.158066
3.6533117,-4.6533117
2.4142134,-0.4142136
30.541609,0.4583912
2.0,-2.0
-0.40548038,-29.59452
0.12656212,-9.876562
0.6666667,0.0
0.9135529,-1.3135529
6.958114,-0.95811397
5.6055512,-1.6055512
4.54951,-0.54950976
7.340573,-0.34057283
-0.13613701,-18.363863
7.1503677,0.34963226
-0.087965965,-7.578701
5.5844903,-0.4178238
0.30535996,-3.638693
3.8166046,-0.6737476
-0.91779304,-7.0822067
3.8916473,0.30835265
0.8740077,-14.874008
1.9262396,-0.25957307
-0.53589845,-7.464102
3.3437197,-0.23260859
7.834006,-0.43400535
40.223747,-0.22374916
1.2217101,-2.22171
1.0,-0.33333334
3.6666667,-0.33333334
0.3303032,-36.330303
-0.47247472,-3.5275252
-0.43044358,-6.9695563
-0.21266325,-3.3587651
0.4937471,-12.82708
19.448582,0.05141735
2.2565475,0.88630974
30.374474,0.6255255
-0.51482224,-2.3740666
8.0,0.0
3.9703555,0.25186667
2.6904159,-6.690416
2.5,-1.3333334
1.0,-1.5714285
0.70710677,-0.70710677
4.708013,-0.7080129
4.3027754,0.6972244
23.75765,-0.7576504
12.545886,-0.21255302
1.169996,-1.6144404
-0.66092795,-4.539072
6.441088,0.5589117
-0.6666667,-4.0
23.510412,-0.5104122
1.155354,-8.655354
0.574964,-1.3527417
1.0,-0.8333333
4.2769837,0.38968277
0.29120064,-3.4340577
3.1368384,-0.2479496
10.321825,0.6781745
5.0,-0.375
-0.48442045,-5.8489127
0.69648474,-1.1964847
-1.2087121,-5.791288
25.316006,-0.3160057
20.464226,-0.46422482
0.7330923,-17.733093
0.042839885,-2.91784
0.34662423,-3.8466244
0.9392207,-0.8281096
36.727726,0.27227402
-0.37550005,-3.8467221
3.323504,-0.43461502
-0.32739604,-2.672604
0.56155276,-3.5615528
-0.20843792,-16.791561
0.37573513,-2.6614494
5.9221444,-0.42214426
1.3660254,-0.3660254
0.34165636,-6.341656
1.940122,-1.340122
3.8524797,-0.5191462
5.9695563,-0.5695564
-0.060718536,-32.93928
2.905869,0.3441311
1.9067178,-1.5733844
0.11111111,-1.0
-0.6937742,-2.3062258
3.897181,0.3528191
-0.22222222,-2.0
-0.23163795,-17.268362
9.924429,0.07557106
4.472136,-4.472136
6.098387,-0.098386765
8.3358965,-0.33589667
4.443741,0.056258917
0.29422855,-15.294229
2.2996597,-0.9663265
9.582576,0.4174242
26.453625,-0.45362377
3.6457512,-1.6457512
3.3743684,0.62563145
0.23606794,-4.2360682
5.9469237,-0.2802569
0.6342047,-4.4675384
-0.069129944,-28.93087
8.151208,-0.8178746
1.7565655,-1.4232321
26.37909,-0.3790884
1.6983135,-0.8411706
-0.29190087,-7.7080994
6.5777082,-0.57770884
4.533042,0.7169578
-0.3105874,-6.4394126
3.7706907,0.7293093
15.326239,-0.32623816
0.05521679,-9.055217
1.1547005,-1.1547005
2.8524792,-1.5191461
0.26039863,-5.760399
10.066228,-0.06622791
9.975552,-0.2255516
1.3051586,-0.6384919
5.6475563,-0.1475563
6.0,1.0
-0.22967052,-21.770329
0.35595703,-16.855957
1.3615898,0.20983873
0.2694273,-22.269428
0.13314056,-5.6331406
-0.3018702,-3.8647964
0.5800422,-5.7467093
7.0683217,-0.3183217
-0.09193373,-8.158066
1.0791562,-0.5791562
0.31552184,-3.5655217
0.2945242,-3.961191
2.8439088,-0.8439089
25.700378,-0.7003784
0.2418747,-7.4418745
0.18736236,-2.96514
-0.82109165,-12.178908
0.38083172,-18.380833
11.424429,1.5755711
0.17890835,-11.178908
-0.21032156,-4.0753927
0.8123009,-1.3678565
3.5941098,-0.9274433
19.539392,0.46060753
3.3860009,-0.88600093
-0.25481305,-4.5785203
0.51314926,-18.51315
3.4142134,0.5857864
22.7047,-0.7046995
4.3221974,-0.65553075
4.3021216,-0.4132328
3.36339,-0.36338997
6.183716,-0.35038248
0.6666667,-5.0
1.0412415,-3.0412414
0.44813386,-6.2481337
0.86805105,-10.368052
0.05397606,-37.053978
4.585144,-0.7851442
-0.08644714,-2.3135529
4.75,-0.5
-0.17739677,-33.8226
0.54264927,-8.292649
10.6409645,-0.14096451
5.236068,0.763932
-0.29674256,-3.369924
0.34357047,-5.0935707
0.23606801,-4.236068
0.42153516,-0.29653516
2.3483315,0.85166854
7.6610603,-0.26106033
38.31321,-0.31320763
0.3855346,-6.0522017
4.101979,0.73135424
-0.7263813,-19.273619
0.52752525,-2.5275252
3.8144124,0.40781
0.07987404,-5.3655887
-0.5857864,-3.4142134
-0.1308387,-6.369161
7.0790014,0.6709986
3.1873622,0.03485987
0.24005106,-3.240051
0.7010272,-9.03436
0.15474395,-7.754744
4.0862656,0.13595687
-1.2192236,-3.2807765
0.46636498,-3.2163649
4.97424,-0.5456685
2.840266,-1.1735991
2.0735905,0.30140954
1.0,-1.0
11.644103,-0.64410305
0.0,-7.0
15.452987,-0.45298672
0.16024685,-4.160247
0.11200701,-3.8262928
5.8617663,-0.028432846
0.60232544,-16.602325
-0.14697146,-5.1030283
1.395644,-0.89564395
3.5546699,0.070330024
1.28256,-1.9492267
9.954356,-0.9543562
-0.1966424,-3.1783576
-0.4019239,-5.598076
1.2595731,-0.9262397
0.78051376,-21.780514
6.0,0.33333334
8.272001,-0.27200174
11.522016,0.14465077
1.5,-0.33333334
1.427051,-1.927051
-0.7214466,-3.5642679
5.9347982,-0.13479824
-0.22393195,-7.442735
-0.42298698,-5.9103465
0.82475185,-21.824753
1.7041595,-0.70415944
0.11455917,-4.364559
-0.12400818,-5.375992
9.0,-0.6666667
0.17261791,-23.172619
7.6878176,0.31218225
5.148741,0.51792604
6.045085,0.45491505
-0.71529937,-2.9513674
1.7032574,-1.3699241
-1.0,-1.6666666
5.7248917,-0.058225315
17.556957,-0.056957245
4.3021216,-0.4132328
-0.44702974,-5.219637
36.330303,-0.3303032
32.43168,-0.43167686
39.570385,0.42961502
7.4513073,-0.20130706
0.0816661,-4.081666
1.8639301,-1.1496445
-1.0,-3.4
5.176175,-0.6761749
17.972935,-0.47293377
-1.087129,-2.9128711
1.3333334,-0.5
22.789825,-0.7898264
-0.9019239,-6.098076
3.282247,0.34275305
0.14476109,-4.144761
0.71554947,-2.5155494
8.555217,-0.5552168
1.1124411,-1.5410125
2.4537683,-0.20376825
0.40114912,-5.4011493
0.6666667,-1.0
-0.36793995,-9.965393
7.084689,-0.084689714
5.428571,0.0
12.684658,0.31534147
1.808143,-1.4748096
0.20185047,-2.2018504
5.358899,-3.358899
13.517834,-0.5178342
2.1039126,0.3960874
8.131043,0.36895633
1.1783946,0.37716097
6.64093,-0.24093017
1.5,1.5
0.9304292,-0.59709597
12.684658,0.31534147
0.53440094,-14.034401
13.79726,-0.7972598
2.0791562,0.42084378
-0.20466638,-1.6286669
0.6987259,-4.532059
0.363863,-17.863863
15.577747,-0.57774734
-1.0,-3.3333333
0.8094349,-5.559435
1.437171,-10.437171
-0.2243805,-5.942286
8.965393,-0.63206005
1.5431327,-0.43202156
2.0,-0.16666667
0.26586342,-5.2658634
3.0608785,0.6534072
-0.7230673,-26.276932
1.25,-2.0
-0.67376184,-16.326239
6.679106,-0.47910613
3.2549942,-0.9216607
-0.25,-1.5
3.6209373,-0.22093734
7.5698867,-0.3698868
4.8524795,0.4808539
-0.18032074,-38.81968
0.44578743,-17.945787
0.40573692,-6.5724034
1.0542476,-1.3042476
4.8053994,-0.13873275
6.2537856,0.74621487
18.32738,-0.32737923
2.5714285,-1.0
0.5,-1.75
-0.12992342,-3.298648
11.758555,-0.4252224
2.793238,0.5817621
0.26136017,-38.26136
3.76205,0.63795006
16.91386,-0.41386127
-0.5080662,-31.491934
-0.48221064,-5.184456
-0.082160115,-3.04284
5.5241,-0.72409993
3.943741,-0.44374108
6.162277,-0.16227753
1.622499,-4.622499
3.638693,-0.30535996
-0.32382488,-6.1761756
3.819743,0.0373997
2.4537683,-0.20376825
1.3597488,-1.47086
4.637459,0.86254144
16.197403,0.802598
7.113406,0.38659406
0.17914326,-6.5124764
6.838681,-0.43868104
12.922617,0.07738352
2.9106119,-0.19632599
4.96531,-0.7653097
11.731135,-0.39780173
-0.93419933,-6.065801
4.2009616,-0.42318365
7.215757,-0.415757
0.7763054,-2.5763054
4.784562,0.35829517
4.8184047,0.18159533
-2.5505102,-7.4494896
-0.8512594,-5.4820743
9.308574,0.35809293
4.554886,-0.054886103
14.623903,0.37609673
0.12950283,-2.5739472
0.6118746,-19.611874
2.5542476,0.19575238
8.925305,0.074694
5.0,-0.75
4.8524795,0.4808539
0.8397248,-1.3397248
0.05852127,-11.391854
0.15470052,-2.1547005
18.948582,-0.44858265
28.317822,-0.3178215
3.762286,-0.2067301
0.07632542,-9.826325
5.76531,0.034690283
2.5615528,-1.5615528
6.3572993,-0.15729943
-0.38371405,-6.9496193
1.0,-1.6666666
1.0,-6.6666665
12.378825,0.12117481
-0.22678623,-6.173214
38.0,0.0
0.25,-6.0
0.20109262,-3.8677592
8.340572,0.65942717
37.134644,-0.13464546
10.830952,-0.8309517
2.7204852,-0.577628
5.2403703,-1.2403703
0.32538795,-6.6587214
-0.042109966,-3.9578903
4.197483,-0.34034008
4.6435676,-0.14356773
3.5213118,-0.41020074
8.048494,-0.24849358
5.8284273,0.17157288
1.4842666,-0.76998097
18.141708,0.35829067
0.06552184,-3.8155217
0.16259193,-1.5375919
1.0764732,-12.076473
5.480702,-0.052130837
0.42456317,-5.2995634
40.37155,-0.3715496
-0.71611786,-6.283882
4.2419186,0.38308132
0.28919792,-17.289198
3.8176622,-1.4843289
6.5131307,0.15353584
3.5811388,0.41886115
4.4820743,-0.14874077
2.0,-0.6666667
-0.93475235,-4.0652475
-0.14346266,-4.3565373
11.029335,-0.362669
1.1711646,-1.9211646
0.43649173,-3.4364917
5.598449,-0.84844923
39.595917,0.40408134
-0.22152138,-9.028479
1.1072751,-2.1072752
0.8578906,-3.6912239
4.20629,-0.03962326
0.24012661,-18.740128
0.044994354,-4.4449944
1.1374586,-2.6374586
9.233459,0.43320718
0.4138883,-12.080555
3.8968055,0.7698614
2.2268841,0.8981159
2.857143,-1.0
-1.087129,-2.9128711
9.677766,-0.3444322
5.391165,-1.391165
3.9075365,-1.4075365
6.0,0.0
12.519707,-0.18637276
0.19508532,-3.4173076
2.2779734,-0.8779734
0.6955825,-2.6955824
2.074977,-0.963866
3.3177447,0.48225528
0.5,-16.0
4.1760063,0.44899356
2.3447866,-0.9003424
-0.65689224,-3.9145362
0.07106781,-14.071068
0.5190357,-1.3761785
0.8801993,-2.1301994
-0.3004855,-2.5884035
-0.45644036,-3.9435596
-0.57242775,-5.6775723
5.3126044,-0.026890347
5.3302164,0.2412123
1.0,-0.375
4.734946,0.5983877
4.9494896,0.050510168
13.078461,0.254872
0.17752075,-7.5108542
0.15414302,-6.4874763
36.08314,-0.08314133
2.8922946,-1.6422946
3.1861405,0.31385934
1.6055512,-5.6055512
0.52481526,-2.8581486
4.841311,-0.041311074
-0.15100041,-2.6489997
8.690415,-0.6904157
13.855655,0.14434528
-0.24457295,-4.0887604
7.6425395,-0.3925395
1.2177707,-1.5511041
0.43289647,-4.2900395
-0.4448943,-7.3051057
5.0,-0.125
12.204837,-0.20483685
-1.0,-1.7777778
0.88362175,-1.4550503
-0.755002,-13.244998
-0.48612213,-18.513878
1.8922946,-2.6422946
0.8535534,0.14644662
8.527693,-0.5276928
0.8228756,-1.8228756
0.89164734,-2.6916473
5.601324,0.5653426
11.431391,0.5686097
0.18326528,-3.8975508
0.70415944,-1.7041595
25.11943,-0.11942959
6.748188,-0.14818802
1.395644,-0.89564395
2.539072,-1.339072
0.5850687,-3.418402
6.791288,2.208712
2.8439088,-0.8439089
5.2543063,0.4123602
1.6666666,0.6666667
1.468627,-6.468627
-0.73508894,-3.264911
0.22335593,-5.223356
0.5714286,-4.0
-1.0,-1.0
7.4,0.0
4.4364915,0.56350833
4.104417,-0.10441712
0.41522947,-4.4152293
0.69463766,-4.8946376
2.0841835,-0.6397389
1.3027756,-2.3027756
0.1954174,-8.52875
1.3452079,-3.345208
4.0,-1.6666666
14.035624,-0.03562355
0.9209118,-1.8098006
3.4388015,0.43619847
-0.54196,-6.45804
0.5,0.0
9.123106,0.8768945
4.8612213,-0.14693533
0.62558407,-3.1970127
0.81974316,-2.9626002
4.138303,-0.338303
-0.17157292,-5.8284273
8.096427,-0.29642716
33.300297,-0.30029678
0.56722313,-4.281509
0.17704296,-2.5103765
0.61476284,-3.614763
0.23861289,-5.238613
0.49217415,-4.063603
16.306623,-0.30662346
-0.29289323,-1.7071068
3.7896783,-0.07539272
-0.92352676,-14.076473
11.912376,0.5876241
8.558422,-0.05842209
18.539392,-0.5393925
-0.1691193,-3.941992
11.908327,1.0916729
4.2723083,0.32769164
2.0,-1.125
0.52996445,-24.529964
-0.1525333,-4.0974665
6.2080994,-1.2080991
9.288311,-0.538311
-0.08965365,-5.577013
-0.075335346,-4.424665
0.5725994,-5.239266
3.4903598,-0.20464529
26.60147,-0.60147095
2.3101785,-0.865734
1.2231109,-5.723111
0.37617853,-1.5190356
0.03562355,-14.035624
0.932104,-2.682104
0.09397634,-7.0939765
-0.3159329,-2.461845
0.327677,-4.577677
5.7122145,0.78778553
0.24341631,-9.243416
3.7151673,-0.91516745
0.5508836,-6.050884
3.0,0.0
3.0693665,0.5973003
9.540364,0.20963573
22.575836,-0.57583714
5.8204823,0.42951775
2.8763294,-1.0429959
8.582576,-0.5825758
1.309017,0.190983
5.7879543,-0.28795433
-0.25,-4.5
3.932104,0.317896
1.5574384,-11.557438
3.4748096,0.19185703
3.4529662,0.5470337
3.6374586,-0.13745856
4.4335785,-0.100245155
9.574446,-0.5744457
0.70156217,-5.701562
10.796448,-0.46311507
-0.7752551,-3.2247448
0.4860789,-5.4860787
2.5410123,-0.11244106
-0.13345385,-9.366547
4.302776,0.6972243
0.20710677,-1.2071068
-0.21082649,-7.589174
0.7767387,-0.91959584
4.9075365,-0.4075365
3.6301994,0.6198007
-0.20494503,-3.795055
8.047353,-0.44735223
0.6469559,-3.0914004
-0.36254144,-4.137459
3.7912877,-0.7912879
0.7248388,-3.1534102
7.1742344,-0.17423463
0.86930645,-1.8693064
-0.03613398,-3.074977
1.1941919,-1.8608584
0.736068,-3.736068
17.209461,0.29053783
-1.2113248,-1.7886752
-0.45016575,-15.549834
0.0,-4.0
-0.40692967,-1.8430703
0.7544627,-13.254463
37.161457,-0.16145706
3.6666667,0.0
2.0,1.5
0.7595178,-0.18808927
-1.0,-2.4
3.2775528,-0.15255284
3.4075365,-1.9075365
0.5,-16.0
1.5962912,-1.0962912
0.5551057,-6.3051057
3.7466187,0.05338154
4.5615525,0.43844715
5.245126,-0.24512564
4.4494896,-0.44948983
0.08550453,-35.085503
0.8830369,-7.5497036
0.5761852,-3.7190423
3.6200142,0.4910969
0.2736187,-18.273619
5.864208,-1.364208
-0.11145592,-35.888542
2.8896055,0.7353945
2.4354143,0.5645856
0.6013241,-4.4346576
29.0,0.0
0.34342512,-10.676758
